time_s,Kqv,Q0,V0
0,1.99,133.57,230.35
15,1.99,133.5,230.18
30,1.99,133.44,230.22
45,2,133.43,230.21
60,2,133.43,230.18
75,1.99,133.68,230.21
90,1.99,133.81,230.24
105,2,133.49,230.32
120,2,133.62,230.36
135,1.99,134.34,230.58
150,1.99,134.63,230.77
165,2,134,230.66
180,1.99,133.49,230.36
195,1.99,134.35,230.48
210,1.99,134.47,230.61
225,1.99,134.03,230.52
240,2,133.62,230.37
255,1.99,133.34,230.21
