time_s,Kqv,Q0,V0
14445,1.88,706.38,230.55
14460,1.88,704.44,230.52
14475,1.88,702.98,230.48
14490,1.88,701.14,230.46
14505,1.87,702.26,230.46
14520,1.87,701.14,230.53
14535,1.86,699.92,230.55
14550,1.87,708.02,230.48
14565,1.87,702.19,230.43
14580,1.86,702.89,230.51
14595,1.86,696.23,230.46
14610,1.87,706.56,230.46
14625,1.87,700.79,230.42
14640,1.87,705.08,230.47
14655,1.87,702.98,230.45
14670,1.86,703.73,230.41
14685,1.86,705.12,230.49
14700,1.87,701.83,230.43
14715,1.86,703.72,230.42
14730,1.86,713.68,230.44
14745,1.87,705.35,230.46
14760,1.86,701.08,230.46
14775,1.86,705.86,230.38
14790,1.86,704.46,230.41
14805,1.86,702.04,230.45
14820,1.87,697.81,230.4
14835,1.86,698.31,230.4
14850,1.86,697.28,230.5
14865,1.86,700.15,230.45
14880,1.85,697.34,230.39
14895,1.85,704.98,230.45
14910,1.86,689.55,230.51
14925,1.85,693.48,230.42
14940,1.84,697.73,230.47
14955,1.84,688.69,230.51
14970,1.86,687.88,230.43
14985,1.86,698.51,230.42
15000,1.85,697.17,230.46
15015,1.85,688.76,230.51
15030,1.84,687.84,230.48
15045,1.84,715.68,230.45
15060,1.86,697.08,230.42
15075,1.84,688.23,230.42
15090,1.84,686.92,230.42
15105,1.84,696.55,230.38
15120,1.84,712,230.39
15135,1.84,691.04,230.4
15150,1.83,686.26,230.44
15165,1.84,695.5,230.38
15180,1.85,691.57,230.41
15195,1.83,692.42,230.44
15210,1.84,687.19,230.45
15225,1.84,697.15,230.42
15240,1.84,692.49,230.5
15255,1.83,691.3,230.46
15270,1.83,686.32,230.42
15285,1.84,698.12,230.42
15300,1.84,692.94,230.48
15315,1.85,691.15,230.4
15330,1.84,688,230.54
15345,1.84,695.41,230.41
15360,1.84,691.51,230.4
15375,1.83,691.52,230.51
15390,1.82,685.82,230.42
15405,1.84,696.06,230.45
15420,1.84,690.93,230.43
15435,1.82,690.53,230.39
15450,1.83,687.33,230.48
15465,1.85,696.26,230.47
15480,1.83,692.34,230.48
15495,1.82,692.1,230.49
15510,1.83,687.21,230.51
15525,1.83,694.79,230.42
15540,1.84,690.82,230.41
15555,1.84,697.31,230.4
15570,1.82,686.19,230.44
15585,1.82,695.57,230.37
15600,1.86,698.41,230.47
15615,1.86,698.75,230.53
15630,1.83,695.2,230.45
15645,1.82,697.35,230.39
15660,1.82,696.25,230.37
15675,1.83,694.89,230.39
15690,1.83,695.68,230.41
15705,1.85,704.37,230.45
15720,1.85,698.59,230.46
15735,1.84,696.54,230.47
15750,1.83,696.81,230.47
15765,1.83,693.85,230.45
15780,1.84,698.6,230.46
15795,1.84,695.36,230.4
15810,1.81,706.19,230.41
15825,1.82,709.99,230.53
15840,1.83,697.68,230.44
15855,1.84,695.62,230.42
15870,1.83,704.01,230.48
15885,1.82,689.44,230.54
15900,1.82,693.66,230.45
15915,1.76,697.25,230.39
15930,1.81,350.52,230.56
15945,1.79,349.87,230.58
15960,1.79,352.99,230.56
15975,1.79,352.02,230.53
15990,1.83,349.45,230.57
16005,1.8,348.84,230.58
16020,1.8,347.8,230.55
16035,1.8,350.77,230.45
16050,1.8,351.46,230.47
16065,1.8,348.74,230.46
16080,1.8,382.09,230.43
16095,1.8,375.51,230.47
16110,1.8,368.17,230.57
16125,1.82,348.3,230.57
16140,1.81,350.59,230.49
16155,1.75,349.69,230.54
16170,1.61,349.25,230.55
16185,1.23,291.01,230.54
16200,1.2,292.26,230.42
16215,1.19,291.57,230.45
16230,1.22,290.62,230.44
16245,1.22,290.59,230.57
16260,1.21,295.68,230.48
16275,1.2,290.85,230.44
16290,1.26,288.89,230.43
16305,1.24,288.45,230.53
16320,1.18,290.24,230.51
16335,1.23,289.6,230.5
16350,1.24,289.58,230.49
16365,1.23,288.78,230.47
16380,1.16,289.38,230.47
16395,1.2,289.91,230.55
16410,1.19,289.96,230.51
16425,1.23,288.27,230.46
16440,1.16,289.96,230.52
16455,1.23,288.84,230.45
16470,1.23,289.14,230.54
16485,1.23,289.19,230.51
16500,1.23,288.69,230.5
16515,1.23,289.49,230.56
16530,1.2,287.81,230.43
16545,1.21,289.8,230.53
16560,1.21,290.21,230.41
16575,1.16,291.14,230.5
16590,1.2,290.67,230.49
16605,1.21,289.88,230.44
16620,1.21,295.98,230.52
16635,1.2,291.83,230.51
16650,1.2,290.43,230.42
16665,1.22,289.94,230.43
16680,1.22,290.51,230.48
16695,1.21,291.28,230.51
16710,1.22,290.81,230.52
16725,1.22,298.53,230.46
16740,1.22,310.37,230.45
16755,1.22,309.74,230.54
16770,1.33,304.92,230.49
16785,1.33,304.91,230.45
16800,1.33,324.21,230.49
16815,1.32,303.13,230.44
16830,1.33,303.46,230.41
16845,1.34,302.8,230.51
16860,1.35,301.8,230.47
16875,1.32,302.71,230.42
16890,1.33,306.55,230.45
16905,1.33,303.24,230.57
16920,1.27,303.36,230.49
16935,1.29,303.13,230.42
16950,1.31,304.22,230.45
16965,1.34,303.62,230.57
16980,1.35,302.72,230.53
16995,1.35,300.49,230.44
17010,1.35,304.96,230.4
17025,1.35,305.24,230.48
17040,1.25,302.68,230.57
17055,1.25,328.22,230.44
17070,1.32,309.23,230.44
17085,1.32,303.16,230.57
17100,1.34,302.29,230.47
17115,1.33,300.6,230.49
17130,1.35,301.18,230.57
17145,1.34,300.83,230.45
17160,1.34,301.03,230.58
17175,1.32,301.05,230.45
17190,1.33,301.17,230.53
17205,1.34,301.35,230.53
17220,1.34,300.34,230.51
17235,1.31,300.73,230.55
17250,1.33,301.14,230.57
17265,1.35,300.91,230.45
17280,1.32,301.33,230.54
17295,1.32,300.99,230.49
17310,1.33,300.51,230.48
17325,1.34,301.36,230.57
17340,1.33,300.68,230.45
17355,1.33,300.82,230.5
17370,1.32,301.58,230.57
17385,1.32,300.76,230.59
17400,1.32,300.44,230.59
17415,1.34,299.85,230.53
17430,1.33,299.75,230.51
17445,1.33,299.46,230.45
17460,1.33,299.59,230.54
17475,1.34,300.59,230.59
17490,1.32,300.01,230.57
17505,1.33,299.6,230.59
17520,1.33,299.24,230.52
17535,1.33,299.38,230.45
17550,1.33,300.06,230.55
17565,1.33,299.88,230.58
17580,1.34,299.19,230.48
17595,1.33,299.54,230.5
17610,1.32,299.4,230.58
17625,1.34,299.23,230.47
17640,1.33,298.89,230.53
17655,1.33,299.78,230.48
17670,1.32,300.28,230.58
17685,1.33,300.1,230.51
17700,1.34,298.7,230.47
17715,1.32,299.74,230.59
17730,1.33,299.13,230.45
17745,1.34,299.03,230.57
17760,1.35,299.81,230.53
17775,1.33,298.83,230.45
17790,1.33,299.12,230.54
17805,1.34,300.05,230.56
17820,1.32,299.24,230.48
17835,1.32,298.27,230.47
17850,1.34,299.1,230.58
17865,1.32,299.75,230.56
17880,1.32,299.38,230.5
17895,1.34,298.81,230.46
17910,1.33,298.21,230.46
17925,1.33,298.57,230.51
17940,1.35,298.8,230.56
17955,1.33,299.65,230.58
17970,1.22,300.52,230.6
17985,1.23,289.98,230.48
18000,1.23,289.37,230.5
18015,1.22,290.24,230.51
18030,1.23,289.3,230.53
18045,1.23,289.38,230.45
18060,1.23,290.34,230.56
18075,1.22,289.56,230.48
18090,1.23,289.95,230.52
18105,1.21,289.54,230.55
18120,1.24,289.1,230.44
18135,1.25,290.09,230.55
18150,1.22,289.87,230.56
18165,1.21,289.7,230.47
18180,1.2,289.89,230.44
18195,1.21,289.91,230.46
18210,1.22,289.7,230.45
18225,1.22,289.38,230.45
18240,1.24,289.26,230.45
18255,1.22,289.42,230.45
18270,1.22,289.63,230.46
18285,1.25,289.39,230.45
18300,1.24,288.97,230.5
18315,1.23,289.35,230.58
18330,1.25,289.22,230.58
18345,1.24,288.99,230.5
18360,1.24,288.66,230.46
18375,1.23,289.26,230.57
18390,1.24,288.69,230.49
18405,1.25,288.37,230.51
18420,1.25,288.98,230.59
18435,1.26,288.34,230.47
18450,1.25,288.17,230.54
18465,1.26,288.76,230.5
18480,1.25,288.52,230.47
18495,1.23,286.08,230.59
18510,1.22,284.92,230.46
18525,1.23,285,230.55
18540,1.22,285.62,230.58
18555,1.22,285.8,230.53
18570,1.22,285.49,230.47
18585,1.22,285.42,230.45
18600,1.31,282.48,230.46
18615,1.34,282.22,230.47
18630,1.33,281.96,230.5
18645,1.33,282.24,230.55
18660,1.32,282.01,230.52
18675,1.33,282.19,230.49
18690,1.33,281.84,230.47
18705,1.33,282.54,230.49
18720,1.33,282.23,230.46
18735,1.33,282.86,230.48
18750,1.33,282.51,230.51
18765,1.33,282.72,230.56
18780,1.33,282.66,230.58
18795,1.33,282.72,230.58
18810,1.33,282.47,230.54
18825,1.33,281.87,230.47
18840,1.34,281.83,230.47
18855,1.32,282.07,230.51
18870,1.33,281.94,230.52
18885,1.33,281.77,230.47
18900,1.25,265.99,230.45
18915,1.26,265.95,230.5
18930,1.26,265.66,230.57
18945,1.26,265.36,230.57
18960,1.26,265.21,230.57
18975,1.26,265.74,230.57
18990,1.26,265.68,230.56
19005,1.25,264.87,230.5
19020,1.26,265.12,230.52
19035,1.26,265.83,230.56
19050,1.26,265.53,230.53
19065,1.26,265.04,230.51
19080,1.26,265.89,230.54
19095,1.26,264.85,230.44
19110,1.26,265.92,230.56
19125,1.26,265.82,230.49
19140,1.26,265.15,230.48
19155,1.26,265.95,230.58
19170,1.26,265.44,230.48
19185,1.25,265.1,230.5
19200,1.26,265.86,230.57
19215,1.26,266.29,230.55
19230,1.26,265.86,230.46
19245,1.25,265.36,230.47
19260,1.26,265.77,230.57
19275,1.26,265.23,230.44
19290,1.26,265.92,230.58
19305,1.26,265.45,230.46
19320,1.26,265.16,230.49
19335,1.26,265.77,230.56
19350,1.26,265.2,230.47
19365,1.26,264.99,230.49
19380,1.26,266.01,230.56
19395,1.26,265,230.45
19410,1.25,265.67,230.58
19425,1.26,265.35,230.46
19440,1.26,265.33,230.51
19455,1.25,266.25,230.58
