time_s,Kpv,P0,V0
13935,1.82,3802.26,230.44
13950,1.83,3848.11,230.55
13965,1.83,4040.26,230.43
13980,1.82,3803.61,230.5
13995,1.82,3814.57,230.48
14010,1.38,5746.64,230.48
14025,1.4,5876.07,230.4
14040,1.5,5688.4,230.39
14055,1.5,5686.92,230.41
14070,1.4,5562.88,230.38
14085,1.4,5688.9,230.44
14100,1.51,5520.12,230.47
14115,1.51,5527.75,230.47
14130,1.39,5572.17,230.43
14145,1.4,5689.84,230.45
14160,1.51,5525.2,230.46
14175,1.51,5520.89,230.45
14190,1.4,5565.34,230.39
14205,1.4,5690.85,230.38
14220,1.5,5521.13,230.46
14235,1.51,5521.34,230.43
14250,1.4,5570.54,230.38
14265,1.4,5687.52,230.47
14280,1.51,5516.33,230.37
14295,1.52,5516.59,230.46
14310,1.4,5566.45,230.48
14325,1.4,5682.54,230.41
14340,1.54,5726.42,230.38
14355,1.54,5720.43,230.44
14370,1.22,2584.66,230.49
14385,1.42,3587.25,230.46
14400,1.38,2718.94,230.47
14415,1.12,2470.85,230.55
14430,1.13,2458.49,230.43
14445,1.18,2457.82,230.53
14460,1.2,2697.5,230.55
14475,1.14,2454.77,230.52
14490,1.13,2456.33,230.48
14505,1.2,2450.8,230.46
14520,1.22,2695.41,230.46
14535,1.14,2458.9,230.53
14550,1.13,2459.12,230.55
14565,1.47,5019.46,230.48
14580,1.43,3711.93,230.43
14595,1.42,3699.29,230.51
14610,1.13,2450.73,230.43
14625,1.59,5004.48,230.46
14640,1.41,3699.79,230.42
14655,1.54,4679.88,230.44
14670,1.57,4668.4,230.45
14685,NaN,4979.77,230.38
14700,1.44,5207.44,230.49
14715,1.54,4663.77,230.43
14730,1.53,4665.36,230.42
14745,NaN,4600.89,230.75
14760,1.59,5195.06,230.46
14775,1.54,4659.6,230.46
14790,1.54,4674.03,230.38
14805,NaN,4525.99,232.61
14820,1.51,5193.95,230.45
14835,1.53,4660.66,230.4
14850,1.53,4666.6,230.4
14865,NaN,3496.38,230.81
14880,NaN,4211.71,231.12
14895,1.54,4665,230.43
14910,NaN,2934.15,230.5
14925,NaN,3406.3,232.16
14940,NaN,3676.56,230.46
14955,1.56,4759.26,230.47
14970,NaN,2447.64,230.51
14985,NaN,2449.78,230.43
15000,NaN,3691.33,230.42
15015,1.46,4901.98,230.46
15030,NaN,2449.58,230.55
15045,NaN,2448.66,230.48
15060,NaN,4223.23,230.45
15075,NaN,4901.47,230.46
15090,NaN,2859.97,230.42
15105,NaN,2450.98,230.42
15120,1.43,5207.4,230.42
15135,NaN,4580.72,230.43
15150,1.23,3682.78,230.4
15165,1.17,2449.45,230.44
15180,1.48,5202.4,230.38
15195,NaN,4525.18,233.58
15210,1.23,3682.98,230.44
15225,1.13,2449.05,230.45
15240,1.49,5204.59,230.46
15255,1.54,3672.04,230.5
15270,1.24,3685.4,230.5
15285,1.13,2443.3,230.42
15300,1.47,5153.55,230.42
15315,1.52,3675.55,230.48
15330,1.34,3677.17,230.4
15345,1.15,2443.41,230.54
15360,1.58,4965.93,230.45
15375,1.5,3673.12,230.44
15390,1.43,3712.89,230.55
15405,1.12,2472.17,230.42
15420,1.58,4987.51,230.45
15435,1.43,3694.27,230.43
15450,1.42,3703.32,230.39
15465,1.13,2466.75,230.52
15480,1.58,4991.03,230.47
15495,1.41,3698.74,230.48
15510,1.41,3706.87,230.53
15525,1.11,2470.99,230.51
15540,1.52,4987.42,230.46
15555,1.4,3694.75,230.45
15570,NaN,3751.93,230.4
15585,1.1,2468.02,230.44
15600,1.57,4990.6,230.37
15615,1.1,2455.81,230.51
15630,1.06,2455.16,230.53
15645,1.51,4691.55,230.49
15660,NaN,4996.29,230.43
15675,1.55,5211.66,230.37
15690,1.5,4671.42,230.39
15705,1.52,4663.83,230.41
15720,NaN,4700.98,233.8
15735,1.57,5212.14,230.46
15750,1.52,4671.03,230.51
15765,1.52,4670.79,230.47
15780,NaN,4014.23,230.49
15795,1.47,5214.67,230.46
15810,1.51,4670.52,230.4
15825,NaN,4173.33,232.32
15840,NaN,3541.48,233.42
15855,NaN,4246.63,233.36
15870,1.51,4666.37,230.47
15885,NaN,2954.8,232.48
15900,NaN,2448.35,230.54
15915,NaN,3679.57,230.5
15930,1.68,4834.82,230.39
15945,1.09,597.51,230.61
15960,1.09,596.98,230.58
15975,NaN,1828.77,230.56
15990,1.76,3051.72,230.58
16005,1.09,595.1,230.62
16020,1.09,594.93,230.58
16035,NaN,1828.61,230.6
16050,NaN,3050.42,230.45
16065,NaN,596.62,230.51
16080,1.37,595.25,230.46
16095,NaN,2397.71,231.07
16110,NaN,2570.42,230.82
16125,NaN,1080.68,230.93
16140,1.19,593.59,230.57
16155,NaN,2341.62,230.56
16170,NaN,2553.02,231.58
16185,NaN,1100.58,231.63
16200,0.49,396.75,230.54
16215,1.66,3159.98,230.42
16230,1.66,1626.57,230.45
16245,NaN,903.92,232.04
16260,0.45,394.27,230.57
16275,1.65,3078.37,230.53
16290,1.73,1626.45,230.44
16305,0.63,1627.66,230.43
16320,0.46,388.76,230.53
16335,1.71,2918.92,230.56
16350,1.7,1622.1,230.5
16365,1.07,1629.24,230.54
16380,0.44,391.96,230.47
16395,1.73,2917.48,230.52
16410,1.65,1619.41,230.55
16425,1.29,1628.16,230.51
16440,0.45,391.57,230.46
16455,1.74,2917.74,230.56
16470,1.66,1620.57,230.45
16485,1.67,1626.07,230.59
16500,0.5,390.79,230.51
16515,0.4,380.61,230.5
16530,0.4,382.39,230.56
16545,1.77,2614.45,230.48
16560,1.77,2602.02,230.53
16575,NaN,2925.02,230.46
16590,1.75,3145.73,230.5
16605,1.77,2598.7,230.49
16620,1.77,2602.43,230.44
16635,NaN,2819.24,230.52
16650,1.83,3139.17,230.51
16665,1.77,2603.82,230.47
16680,1.77,2606.29,230.43
16695,NaN,2590.24,234.52
16710,1.71,3141.75,230.51
16725,1.77,2599.83,230.52
16740,NaN,1675.12,230.46
16755,NaN,2101.92,230.5
16770,NaN,1825.09,230.54
16785,1.86,2771.94,230.54
16800,NaN,559.08,230.5
16815,NaN,1651.32,234.53
16830,1.73,1786.42,230.49
16845,NaN,2771.04,230.41
16860,1.12,554.17,230.51
16875,1.12,554.35,230.47
16890,1.73,1787.02,230.42
16905,1.73,1986.2,230.5
16920,1.11,555.28,230.62
16935,1.11,556.85,230.49
16950,1.73,1789.32,230.47
16965,1.72,3007.76,230.45
16980,1.11,554.21,230.62
16995,1.11,555.2,230.53
17010,NaN,1788.71,230.44
17025,NaN,3010.44,230.45
17040,NaN,552.71,230.48
17055,1.37,553.11,230.57
17070,NaN,2344.05,232.53
17085,NaN,2580.21,232.01
17100,1.1,520.28,230.57
17115,1.1,521.29,230.47
17130,1.1,517.43,230.49
17145,1.1,518.44,230.57
17160,1.1,520.95,230.45
17175,1.1,519.54,230.58
17190,1.09,521.96,230.45
17205,1.09,519.64,230.53
17220,1.08,521.42,230.53
17235,1.08,518.59,230.51
17250,1.09,518.49,230.55
17265,1.1,519.89,230.57
17280,1.09,521.34,230.45
17295,1.08,519.16,230.54
17310,1.08,521.26,230.49
17325,1.09,518.59,230.48
17340,1.09,519.48,230.57
17355,1.09,520.35,230.45
17370,1.09,518.86,230.5
17385,0.31,519.12,230.57
17400,0.33,275.27,230.59
17415,0.3,275.56,230.59
17430,0.34,275.55,230.53
17445,0.32,275.52,230.51
17460,0.35,274.89,230.45
17475,0.33,273.37,230.54
17490,0.34,274.46,230.59
17505,0.33,274.68,230.57
17520,0.29,273.35,230.59
17535,0.31,272.95,230.52
17550,0.34,275.05,230.45
17565,0.35,275.14,230.55
17580,0.34,273.66,230.58
17595,0.32,274.49,230.48
17610,0.33,275.4,230.5
17625,0.32,272.87,230.58
17640,0.33,275.19,230.47
17655,0.33,272.81,230.53
17670,0.34,275.86,230.48
17685,0.3,273.76,230.58
17700,0.32,275.44,230.51
17715,0.3,273.52,230.47
17730,0.32,273.3,230.59
17745,0.34,274.75,230.45
17760,0.35,270.38,230.57
17775,0.35,273.51,230.53
17790,0.31,272.88,230.45
17805,0.33,270.51,230.54
17820,0.33,272.47,230.56
17835,0.33,273.34,230.48
17850,0.35,271.55,230.47
17865,0.34,270.81,230.58
17880,0.33,272.79,230.56
17895,0.32,273.99,230.5
17910,0.34,272.65,230.46
17925,0.34,271.53,230.46
17940,0.34,271.04,230.51
17955,0.35,270.63,230.56
17970,0.34,272.27,230.58
17985,0.2,489.22,230.6
18000,0.32,377.84,230.48
