time_s,npv,P0,V0
0,1.99,1190.75,230.28
15,1.99,1193.01,230.48
30,1.99,1193.7,230.64
45,1.99,1192.33,230.57
60,1.99,1191.26,230.51
75,1.99,1189.33,230.36
90,1.99,1190.12,230.44
105,1.99,1191.68,230.55
120,1.99,1192.92,230.63
135,1.99,1192.79,230.63
150,1.99,1189.37,230.42
165,1.99,1188.25,230.25
