time_s,Kqv,Q0,V0
0,0,16.28,230.28
15,0,16.03,230.48
30,0,15.16,230.64
45,0,15.24,230.57
60,0,15.08,230.51
75,0,15.29,230.36
90,0,15.05,230.44
105,0,15.01,230.55
120,0,14.95,230.63
135,0,14.94,230.63
150,0,14.97,230.42
165,0,15.57,230.25
