time_s,nqv,Q0,V0
0,1.8,114.07,230.52
15,1.81,113.63,230.48
30,1.79,113.6,230.48
45,1.8,113.71,230.49
60,1.81,113.88,230.49
75,1.8,113.53,230.48
90,1.8,113.42,230.5
105,1.79,113.84,230.54
120,1.8,114.1,230.55
135,1.8,114,230.56
150,1.79,113.96,230.56
165,1.79,113.39,230.54
180,1.79,112.91,230.49
195,1.79,112.78,230.48
210,1.8,112.57,230.49
225,1.79,112.35,230.49
240,1.79,112.76,230.49
255,1.79,112.95,230.53
270,1.78,112.85,230.53
285,1.79,112.91,230.55
300,1.79,112.91,230.54
