time_s,npv,P0,V0
0,1.22,1185.76,230.5
15,1.22,1182.31,230.57
30,1.21,1178.79,230.47
45,1.21,1175.66,230.53
60,1.19,1171.64,230.65
75,1.19,1167.74,230.58
90,1.16,1161.06,230.41
105,1.16,1156.87,230.29
120,1.15,1153.16,230.37
135,1.15,1150.03,230.39
