time_s,Kpv,P0,V0
0,4.89,337.07,230.24
15,5.02,337.33,230.33
30,4.79,325.36,230.48
45,4.93,337.21,230.65
60,4.8,340.08,230.66
75,4.97,334.62,230.62
90,4.85,337.4,230.3
105,4.8,337.8,230.27
120,4.84,329.86,230.43
135,4.81,339.86,230.64
150,4.85,339.28,230.57
165,4.75,338.21,230.29
180,4.84,337.29,230.29
195,4.91,336.07,230.31
210,4.93,337.12,230.48
225,4.9,333.63,230.09
240,4.93,336.18,230.1
255,4.96,335.23,230.11
270,4.81,335.02,230.06
285,5.06,336.21,230.23
